RTSW web plot data - created 2021-03-18 15:12:47
More information is available from SWPC at http://www.swpc.noaa.gov/products/real-time-solar-wind

Start: 2021-03-18T13:15:00
End:   2021-03-18T13:15:00
Source: 0=ACE, 1=DSCOVR, 2=mixed ACE+DSCOVR

Resolution: highres
Phi mean is the average angle, taking into account the wrapping at 0/360 degrees

More data is available from the NCEI archive at https://www.ngdc.noaa.gov/dscovr

Timestamp           Source        Bt        Bx        By        Bz       Phi     Theta      Dens     Speed      Temp
2021-03-18 13:17:28      1      4.48      2.40     -0.96      3.65    338.22     54.71    -99999    -99999    -99999 
2021-03-18 13:17:29      1      4.45      2.38     -0.82      3.67    341.06     55.58    -99999    -99999    -99999 
2021-03-18 13:17:30      1      4.49      2.45     -0.79      3.68    342.07     54.96    -99999    -99999    -99999 
2021-03-18 13:17:31      1      4.49      2.43     -0.76      3.69    342.69     55.38    -99999    -99999    -99999 
2021-03-18 13:17:32      1      4.48      2.40     -0.93      3.67    338.72     55.01    -99999    -99999    -99999 
2021-03-18 13:17:33      1      4.46      2.38     -0.89      3.66    339.54     55.25    -99999    -99999    -99999 
2021-03-18 13:17:34      1      4.45      2.37     -0.94      3.65    338.29     55.09    -99999    -99999    -99999 
2021-03-18 13:17:35      1      4.48      2.43     -0.88      3.67    340.15     54.87    -99999    -99999    -99999 
2021-03-18 13:17:36      1      4.49      2.44     -0.86      3.67    340.60     54.79    -99999    -99999    -99999 
2021-03-18 13:17:37      1      4.50      2.35     -0.99      3.69    337.10     55.31    -99999    -99999    -99999 
2021-03-18 13:17:38      1      4.47      2.33     -1.08      3.67    335.11     55.02    -99999    -99999    -99999 
2021-03-18 13:17:39      1      4.45      2.27     -1.16      3.65    332.98     55.09    -99999    -99999    -99999 
2021-03-18 13:17:40      1      4.48      2.31     -1.18      3.66    332.92     54.63      4.33    325.80     20126 
2021-03-18 13:17:41      1      4.50      2.36     -1.10      3.67    334.98     54.70    -99999    -99999    -99999 
2021-03-18 13:17:42      1      4.45      2.31     -1.05      3.65    335.52     55.12    -99999    -99999    -99999 
2021-03-18 13:17:43      1      4.45      2.39     -0.96      3.63    338.19     54.61    -99999    -99999    -99999 
2021-03-18 13:17:44      1      4.44      2.44     -0.90      3.60    339.88     54.10    -99999    -99999    -99999 
2021-03-18 13:17:45      1      4.44      2.50     -0.92      3.56    339.80     53.21    -99999    -99999    -99999 
2021-03-18 13:17:46      1      4.45      2.40     -1.03      3.60    336.82     54.05    -99999    -99999    -99999 
2021-03-18 13:17:47      1      4.41      2.35     -0.96      3.60    337.85     54.85    -99999    -99999    -99999 
2021-03-18 13:17:48      1      4.39      2.33     -0.98      3.58    337.25     54.81    -99999    -99999    -99999 
2021-03-18 13:17:49      1      4.40      2.36     -0.98      3.59    337.52     54.53    -99999    -99999    -99999 
2021-03-18 13:17:50      1      4.41      2.35     -0.97      3.60    337.47     54.81    -99999    -99999    -99999 
2021-03-18 13:17:51      1      4.44      2.33     -1.03      3.63    336.13     54.91    -99999    -99999    -99999 
2021-03-18 13:17:52      1      4.46      2.32     -1.04      3.65    335.84     55.14    -99999    -99999    -99999 
2021-03-18 13:17:53      1      4.43      2.30     -1.05      3.64    335.45     55.22    -99999    -99999    -99999 
2021-03-18 13:17:54      1      4.47      2.36     -1.08      3.64    335.38     54.49    -99999    -99999    -99999 
2021-03-18 13:17:55      1      4.43      2.36     -1.04      3.59    336.10     54.34    -99999    -99999    -99999 
2021-03-18 13:17:56      1      4.43      2.38     -1.00      3.61    337.20     54.42    -99999    -99999    -99999 
2021-03-18 13:17:57      1      4.44      2.36     -0.95      3.64    338.00     55.07    -99999    -99999    -99999 
2021-03-18 13:17:58      1      4.44      2.34     -0.97      3.64    337.45     55.12    -99999    -99999    -99999 
2021-03-18 13:17:59      1      4.46      2.38     -0.97      3.64    337.82     54.79    -99999    -99999    -99999 
2021-03-18 13:18:00      1      4.46      2.38     -0.92      3.66    338.79     55.13      4.29    326.40     20714 
2021-03-18 13:18:01      1      4.43      2.35     -0.98      3.62    337.30     54.81    -99999    -99999    -99999 
2021-03-18 13:18:02      1      4.41      2.38     -0.95      3.59    338.11     54.47    -99999    -99999    -99999 
2021-03-18 13:18:03      1      4.43      2.41     -0.96      3.59    338.39     54.13    -99999    -99999    -99999 
2021-03-18 13:18:04      1      4.44      2.47     -0.92      3.58    339.50     53.60    -99999    -99999    -99999 
2021-03-18 13:18:05      1      4.44      2.48     -0.93      3.56    339.36     53.36    -99999    -99999    -99999 
2021-03-18 13:18:06      1      4.45      2.45     -0.95      3.59    338.87     53.76    -99999    -99999    -99999 
2021-03-18 13:18:07      1      4.44      2.48     -0.85      3.59    341.14     53.86    -99999    -99999    -99999 
2021-03-18 13:18:08      1      4.46      2.54     -0.81      3.57    342.37     53.27    -99999    -99999    -99999 
2021-03-18 13:18:09      1      4.45      2.55     -0.80      3.56    342.57     53.13    -99999    -99999    -99999 
2021-03-18 13:18:10      1      4.45      2.61     -0.78      3.52    343.35     52.34    -99999    -99999    -99999 
2021-03-18 13:18:11      1      4.42      2.64     -0.72      3.47    344.69     51.79    -99999    -99999    -99999 
2021-03-18 13:18:12      1      4.45      2.70     -0.71      3.47    345.33     51.16    -99999    -99999    -99999 
2021-03-18 13:18:13      1      4.43      2.68     -0.70      3.45    345.29     51.19    -99999    -99999    -99999 
2021-03-18 13:18:14      1      4.46      2.68     -0.70      3.50    345.38     51.67    -99999    -99999    -99999 
2021-03-18 13:18:15      1      4.40      2.59     -0.68      3.49    345.40     52.49    -99999    -99999    -99999 
2021-03-18 13:18:16      1      4.42      2.61     -0.67      3.51    345.62     52.51    -99999    -99999    -99999 
2021-03-18 13:18:17      1      4.41      2.56     -0.67      3.52    345.35     53.09    -99999    -99999    -99999 
2021-03-18 13:18:18      1      4.44      2.51     -0.71      3.59    344.24     53.95    -99999    -99999    -99999 
2021-03-18 13:18:19      1      4.45      2.51     -0.77      3.59    342.94     53.82    -99999    -99999    -99999 
2021-03-18 13:18:20      1      4.46      2.54     -0.75      3.58    343.64     53.48      4.28    326.60     20853 
2021-03-18 13:18:21      1      4.42      2.46     -0.76      3.60    342.88     54.44    -99999    -99999    -99999 
2021-03-18 13:18:22      1      4.45      2.48     -0.79      3.61    342.39     54.26    -99999    -99999    -99999 
2021-03-18 13:18:23      1      4.46      2.50     -0.84      3.59    341.45     53.70    -99999    -99999    -99999 
2021-03-18 13:18:24      1      4.44      2.48     -0.80      3.59    342.25     53.98    -99999    -99999    -99999 
2021-03-18 13:18:25      1      4.45      2.48     -0.79      3.61    342.24     54.20    -99999    -99999    -99999 
2021-03-18 13:18:26      1      4.45      2.52     -0.76      3.59    343.17     53.76    -99999    -99999    -99999 
2021-03-18 13:18:27      1      4.47      2.59     -0.70      3.58    344.86     53.13    -99999    -99999    -99999 
2021-03-18 13:18:28      1      4.47      2.62     -0.71      3.56    344.81     52.63    -99999    -99999    -99999 
2021-03-18 13:18:29      1      4.51      2.61     -0.74      3.60    344.27     52.99    -99999    -99999    -99999 
2021-03-18 13:18:30      1      4.49      2.60     -0.75      3.58    343.94     52.95    -99999    -99999    -99999 
2021-03-18 13:18:31      1      4.51      2.61     -0.77      3.59    343.51     52.90    -99999    -99999    -99999 
2021-03-18 13:18:32      1      4.51      2.63     -0.78      3.58    343.55     52.50    -99999    -99999    -99999 
2021-03-18 13:18:33      1      4.47      2.57     -0.75      3.58    343.62     53.24    -99999    -99999    -99999 
2021-03-18 13:18:34      1      4.46      2.57     -0.70      3.57    344.67     53.27    -99999    -99999    -99999 
2021-03-18 13:18:35      1      4.47      2.57     -0.69      3.59    344.95     53.45    -99999    -99999    -99999 
2021-03-18 13:18:36      1      4.51      2.60     -0.68      3.62    345.24     53.44    -99999    -99999    -99999 
2021-03-18 13:18:37      1      4.49      2.59     -0.70      3.59    344.90     53.22    -99999    -99999    -99999 
2021-03-18 13:18:38      1      4.50      2.59     -0.74      3.60    344.15     53.21    -99999    -99999    -99999 
2021-03-18 13:18:39      1      4.53      2.62     -0.70      3.62    345.10     53.18    -99999    -99999    -99999 
2021-03-18 13:18:40      1      4.53      2.63     -0.74      3.61    344.35     52.95      4.25    326.40     20692 
2021-03-18 13:18:41      1      4.53      2.63     -0.78      3.60    343.43     52.63    -99999    -99999    -99999 
2021-03-18 13:18:42      1      4.49      2.60     -0.75      3.59    344.00     52.99    -99999    -99999    -99999 
2021-03-18 13:18:43      1      4.49      2.60     -0.75      3.58    343.98     52.97    -99999    -99999    -99999 
2021-03-18 13:18:44      1      4.51      2.61     -0.71      3.60    344.80     53.08    -99999    -99999    -99999 
2021-03-18 13:18:45      1      4.48      2.56     -0.73      3.59    344.14     53.46    -99999    -99999    -99999 
2021-03-18 13:18:46      1      4.50      2.60     -0.73      3.60    344.31     53.11    -99999    -99999    -99999 
2021-03-18 13:18:47      1      4.48      2.58     -0.75      3.58    343.80     53.08    -99999    -99999    -99999 
2021-03-18 13:18:48      1      4.48      2.58     -0.74      3.60    344.07     53.29    -99999    -99999    -99999 
2021-03-18 13:18:49      1      4.49      2.58     -0.78      3.59    343.30     53.08    -99999    -99999    -99999 
2021-03-18 13:18:50      1      4.47      2.57     -0.72      3.58    344.33     53.35    -99999    -99999    -99999 
2021-03-18 13:18:51      1      4.51      2.64     -0.71      3.59    345.04     52.66    -99999    -99999    -99999 
2021-03-18 13:18:52      1      4.51      2.61     -0.70      3.62    345.03     53.31    -99999    -99999    -99999 
2021-03-18 13:18:53      1      4.49      2.60     -0.67      3.60    345.44     53.31    -99999    -99999    -99999 
2021-03-18 13:18:54      1      4.50      2.59     -0.67      3.62    345.48     53.55    -99999    -99999    -99999 
2021-03-18 13:18:55      1      4.45      2.52     -0.69      3.60    344.70     54.02    -99999    -99999    -99999 
2021-03-18 13:18:56      1      4.44      2.55     -0.68      3.57    345.05     53.58    -99999    -99999    -99999 
2021-03-18 13:18:57      1      4.46      2.54     -0.72      3.60    344.05     53.74    -99999    -99999    -99999 
2021-03-18 13:18:58      1      4.47      2.52     -0.75      3.62    343.39     54.00    -99999    -99999    -99999 
2021-03-18 13:18:59      1      4.46      2.54     -0.70      3.60    344.65     53.76    -99999    -99999    -99999 
2021-03-18 13:19:00      1      4.45      2.53     -0.69      3.59    344.77     53.78      4.40    326.30     20860 
2021-03-18 13:19:01      1      4.45      2.58     -0.66      3.57    345.63     53.23    -99999    -99999    -99999 
2021-03-18 13:19:02      1      4.44      2.57     -0.62      3.56    346.54     53.41    -99999    -99999    -99999 
2021-03-18 13:19:03      1      4.42      2.60     -0.58      3.52    347.39     52.87    -99999    -99999    -99999 
2021-03-18 13:19:04      1      4.51      2.69     -0.61      3.56    347.20     52.29    -99999    -99999    -99999 
2021-03-18 13:19:05      1      4.46      2.62     -0.61      3.56    346.88     52.86    -99999    -99999    -99999 
2021-03-18 13:19:06      1      4.45      2.61     -0.64      3.54    346.20     52.81    -99999    -99999    -99999 
2021-03-18 13:19:07      1      4.43      2.62     -0.62      3.52    346.63     52.61    -99999    -99999    -99999 
2021-03-18 13:19:08      1      4.42      2.60     -0.65      3.51    346.07     52.61    -99999    -99999    -99999 
2021-03-18 13:19:09      1      4.39      2.55     -0.64      3.52    345.88     53.28    -99999    -99999    -99999 
2021-03-18 13:19:10      1      4.43      2.57     -0.63      3.56    346.28     53.40    -99999    -99999    -99999 
2021-03-18 13:19:11      1      4.39      2.57     -0.61      3.50    346.65     52.93    -99999    -99999    -99999 
2021-03-18 13:19:12      1      4.41      2.58     -0.57      3.53    347.47     53.16    -99999    -99999    -99999 
2021-03-18 13:19:13      1      4.45      2.63     -0.62      3.53    346.72     52.60    -99999    -99999    -99999 
2021-03-18 13:19:14      1      4.42      2.59     -0.62      3.52    346.46     52.95    -99999    -99999    -99999 
