RTSW web plot data - created 2021-03-18 15:12:47
More information is available from SWPC at http://www.swpc.noaa.gov/products/real-time-solar-wind

Start: 2021-03-18T13:15:00
End:   2021-03-18T13:15:00
Source: 0=ACE, 1=DSCOVR, 2=mixed ACE+DSCOVR

Resolution: highres
Phi mean is the average angle, taking into account the wrapping at 0/360 degrees

More data is available from the NCEI archive at https://www.ngdc.noaa.gov/dscovr

Timestamp           Source        Bt        Bx        By        Bz       Phi     Theta      Dens     Speed      Temp
2021-03-18 13:22:15      1      4.39      2.39     -1.01      3.53    337.03     53.62    -99999    -99999    -99999 
2021-03-18 13:22:16      1      4.38      2.37     -1.02      3.53    336.82     53.87    -99999    -99999    -99999 
2021-03-18 13:22:17      1      4.34      2.39     -1.06      3.46    336.18     52.94    -99999    -99999    -99999 
2021-03-18 13:22:18      1      4.36      2.45     -1.05      3.44    336.90     52.25    -99999    -99999    -99999 
2021-03-18 13:22:19      1      4.40      2.47     -1.08      3.47    336.29     52.18    -99999    -99999    -99999 
2021-03-18 13:22:20      1      4.38      2.44     -1.16      3.45    334.60     51.98      4.83    325.80     21928 
2021-03-18 13:22:21      1      4.39      2.44     -1.24      3.43    332.95     51.45    -99999    -99999    -99999 
2021-03-18 13:22:22      1      4.39      2.42     -1.30      3.42    331.81     51.17    -99999    -99999    -99999 
2021-03-18 13:22:23      1      4.39      2.48     -1.03      3.47    337.47     52.27    -99999    -99999    -99999 
2021-03-18 13:22:24      1      4.42      2.52     -0.92      3.51    339.94     52.56    -99999    -99999    -99999 
2021-03-18 13:22:25      1      4.39      2.46     -0.90      3.52    339.97     53.33    -99999    -99999    -99999 
2021-03-18 13:22:26      1      4.41      2.55     -0.76      3.51    343.44     52.84    -99999    -99999    -99999 
2021-03-18 13:22:27      1      4.46      2.57     -0.89      3.53    340.94     52.33    -99999    -99999    -99999 
2021-03-18 13:22:28      1      4.38      2.53     -0.88      3.47    340.91     52.32    -99999    -99999    -99999 
2021-03-18 13:22:29      1      4.39      2.53     -0.74      3.51    343.69     53.05    -99999    -99999    -99999 
2021-03-18 13:22:30      1      4.42      2.50     -0.77      3.57    342.80     53.75    -99999    -99999    -99999 
2021-03-18 13:22:31      1      4.42      2.46     -0.82      3.58    341.65     54.07    -99999    -99999    -99999 
2021-03-18 13:22:32      1      4.46      2.49     -0.85      3.60    341.18     53.84    -99999    -99999    -99999 
2021-03-18 13:22:33      1      4.44      2.60     -0.68      3.52    345.37     52.63    -99999    -99999    -99999 
2021-03-18 13:22:34      1      4.43      2.69     -0.67      3.46    345.94     51.29    -99999    -99999    -99999 
2021-03-18 13:22:35      1      4.47      2.75     -0.80      3.44    343.77     50.24    -99999    -99999    -99999 
2021-03-18 13:22:36      1      4.39      2.53     -0.95      3.45    339.34     51.96    -99999    -99999    -99999 
2021-03-18 13:22:37      1      4.26      2.35     -1.18      3.35    333.27     51.83    -99999    -99999    -99999 
2021-03-18 13:22:38      1      4.22      2.31     -1.20      3.32    332.56     51.92    -99999    -99999    -99999 
2021-03-18 13:22:39      1      4.17      2.30     -1.18      3.27    332.93     51.69    -99999    -99999    -99999 
2021-03-18 13:22:40      1      4.16      2.29     -1.18      3.26    332.77     51.72      5.19    329.00     25288 
2021-03-18 13:22:41      1      4.19      2.32     -1.20      3.28    332.54     51.49    -99999    -99999    -99999 
2021-03-18 13:22:42      1      4.27      2.29     -1.35      3.35    329.52     51.59    -99999    -99999    -99999 
2021-03-18 13:22:43      1      4.27      2.27     -1.33      3.36    329.64     51.86    -99999    -99999    -99999 
2021-03-18 13:22:44      1      4.30      2.32     -1.42      3.34    328.55     50.78    -99999    -99999    -99999 
2021-03-18 13:22:45      1      4.26      2.28     -1.50      3.27    326.60     50.19    -99999    -99999    -99999 
2021-03-18 13:22:46      1      4.30      2.30     -1.58      3.27    325.42     49.55    -99999    -99999    -99999 
2021-03-18 13:22:47      1      4.27      2.24     -1.45      3.32    327.09     51.15    -99999    -99999    -99999 
2021-03-18 13:22:48      1      4.27      2.27     -1.43      3.32    327.76     50.97    -99999    -99999    -99999 
2021-03-18 13:22:49      1      4.29      2.27     -1.57      3.27    325.29     49.82    -99999    -99999    -99999 
2021-03-18 13:22:50      1      4.26      2.24     -1.70      3.20    322.80     48.65    -99999    -99999    -99999 
2021-03-18 13:22:51      1      4.28      2.23     -1.64      3.27    323.62     49.76    -99999    -99999    -99999 
2021-03-18 13:22:52      1      4.34      2.28     -1.58      3.33    325.35     50.22    -99999    -99999    -99999 
2021-03-18 13:22:53      1      4.25      2.29     -1.45      3.27    327.67     50.35    -99999    -99999    -99999 
2021-03-18 13:22:54      1      4.31      2.42     -1.27      3.33    332.31     50.64    -99999    -99999    -99999 
2021-03-18 13:22:55      1      4.33      2.45     -1.27      3.33    332.68     50.35    -99999    -99999    -99999 
2021-03-18 13:22:56      1      4.31      2.41     -1.63      3.19    325.97     47.61    -99999    -99999    -99999 
2021-03-18 13:22:57      1      4.30      2.29     -1.59      3.27    325.28     49.54    -99999    -99999    -99999 
2021-03-18 13:22:58      1      4.29      2.31     -1.44      3.32    328.03     50.59    -99999    -99999    -99999 
2021-03-18 13:22:59      1      4.26      2.22     -1.50      3.31    326.07     51.01    -99999    -99999    -99999 
2021-03-18 13:23:00      1      4.27      2.26     -1.47      3.31    326.92     50.90      5.33    330.40     25553 
2021-03-18 13:23:01      1      4.28      2.24     -1.45      3.34    327.02     51.39    -99999    -99999    -99999 
2021-03-18 13:23:02      1      4.32      2.30     -1.41      3.37    328.39     51.32    -99999    -99999    -99999 
2021-03-18 13:23:03      1      4.31      2.30     -1.40      3.36    328.61     51.27    -99999    -99999    -99999 
2021-03-18 13:23:04      1      4.36      2.29     -1.51      3.38    326.57     50.90    -99999    -99999    -99999 
2021-03-18 13:23:05      1      4.35      2.16     -1.76      3.34    320.85     50.21    -99999    -99999    -99999 
2021-03-18 13:23:06      1      4.31      2.08     -1.84      3.29    318.57     49.90    -99999    -99999    -99999 
2021-03-18 13:23:07      1      4.31      2.12     -1.73      3.32    320.83     50.49    -99999    -99999    -99999 
2021-03-18 13:23:08      1      4.29      2.09     -1.71      3.34    320.71     51.00    -99999    -99999    -99999 
2021-03-18 13:23:09      1      4.29      2.16     -1.64      3.32    322.92     50.78    -99999    -99999    -99999 
2021-03-18 13:23:10      1      4.31      2.14     -1.68      3.34    321.86     50.85    -99999    -99999    -99999 
2021-03-18 13:23:11      1      4.32      2.12     -1.76      3.33    320.39     50.38    -99999    -99999    -99999 
2021-03-18 13:23:12      1      4.32      2.11     -1.71      3.35    320.99     50.92    -99999    -99999    -99999 
2021-03-18 13:23:13      1      4.37      2.14     -1.62      3.44    322.99     52.04    -99999    -99999    -99999 
2021-03-18 13:23:14      1      4.37      2.14     -1.75      3.38    320.76     50.75    -99999    -99999    -99999 
2021-03-18 13:23:15      1      4.35      2.09     -1.72      3.40    320.46     51.52    -99999    -99999    -99999 
2021-03-18 13:23:16      1      4.33      1.99     -1.81      3.40    317.61     51.67    -99999    -99999    -99999 
2021-03-18 13:23:17      1      4.32      1.94     -1.82      3.40    316.76     51.89    -99999    -99999    -99999 
2021-03-18 13:23:18      1      4.33      1.92     -1.85      3.42    316.07     52.05    -99999    -99999    -99999 
2021-03-18 13:23:19      1      4.33      1.89     -1.87      3.41    315.32     52.02    -99999    -99999    -99999 
2021-03-18 13:23:20      1      4.34      2.06     -1.88      3.32    317.68     49.94      4.89    327.60     21016 
2021-03-18 13:23:21      1      4.38      2.10     -1.91      3.33    317.72     49.52    -99999    -99999    -99999 
2021-03-18 13:23:22      1      4.35      2.13     -1.93      3.27    317.82     48.69    -99999    -99999    -99999 
2021-03-18 13:23:23      1      4.35      2.17     -1.84      3.30    319.75     49.24    -99999    -99999    -99999 
2021-03-18 13:23:24      1      4.36      2.10     -1.91      3.31    317.70     49.34    -99999    -99999    -99999 
2021-03-18 13:23:25      1      4.29      2.01     -1.87      3.29    317.12     50.14    -99999    -99999    -99999 
2021-03-18 13:23:26      1      4.27      2.01     -1.91      3.25    316.42     49.56    -99999    -99999    -99999 
2021-03-18 13:23:27      1      4.29      2.06     -1.92      3.25    316.94     49.07    -99999    -99999    -99999 
2021-03-18 13:23:28      1      4.31      2.02     -1.96      3.26    315.80     49.15    -99999    -99999    -99999 
2021-03-18 13:23:29      1      4.34      2.06     -2.01      3.25    315.71     48.53    -99999    -99999    -99999 
2021-03-18 13:23:30      1      4.29      2.00     -2.01      3.22    314.85     48.67    -99999    -99999    -99999 
2021-03-18 13:23:31      1      4.34      2.06     -2.02      3.23    315.55     48.20    -99999    -99999    -99999 
2021-03-18 13:23:32      1      4.31      2.01     -2.02      3.23    314.86     48.60    -99999    -99999    -99999 
2021-03-18 13:23:33      1      4.37      2.12     -1.98      3.26    316.97     48.26    -99999    -99999    -99999 
2021-03-18 13:23:34      1      4.37      2.27     -1.78      3.28    321.81     48.70    -99999    -99999    -99999 
2021-03-18 13:23:35      1      4.36      2.37     -1.55      3.31    326.83     49.43    -99999    -99999    -99999 
2021-03-18 13:23:36      1      4.34      2.42     -1.36      3.34    330.63     50.32    -99999    -99999    -99999 
2021-03-18 13:23:37      1      4.36      2.44     -1.27      3.38    332.43     50.85    -99999    -99999    -99999 
2021-03-18 13:23:38      1      4.36      2.51     -1.11      3.38    336.12     50.87    -99999    -99999    -99999 
2021-03-18 13:23:39      1      4.36      2.57     -1.04      3.36    337.98     50.50    -99999    -99999    -99999 
2021-03-18 13:23:40      1      4.36      2.54     -0.99      3.40    338.69     51.30      4.57    327.30     22539 
2021-03-18 13:23:41      1      4.41      2.59     -1.09      3.39    337.28     50.34    -99999    -99999    -99999 
2021-03-18 13:23:42      1      4.41      2.60     -1.22      3.34    334.87     49.29    -99999    -99999    -99999 
2021-03-18 13:23:43      1      4.35      2.47     -1.16      3.39    334.84     51.12    -99999    -99999    -99999 
2021-03-18 13:23:44      1      4.34      2.39     -0.98      3.49    337.63     53.47    -99999    -99999    -99999 
2021-03-18 13:23:45      1      4.39      2.48     -1.20      3.41    334.21     51.05    -99999    -99999    -99999 
2021-03-18 13:23:46      1      4.38      2.55     -1.58      3.19    328.24     46.70    -99999    -99999    -99999 
2021-03-18 13:23:47      1      4.29      2.51     -1.43      3.16    330.45     47.59    -99999    -99999    -99999 
2021-03-18 13:23:48      1      4.33      2.50     -1.22      3.32    334.04     50.07    -99999    -99999    -99999 
2021-03-18 13:23:49      1      4.42      2.54     -1.17      3.43    335.23     50.84    -99999    -99999    -99999 
2021-03-18 13:23:50      1      4.44      2.56     -1.31      3.38    332.96     49.67    -99999    -99999    -99999 
2021-03-18 13:23:51      1      4.36      2.44     -1.50      3.29    328.49     48.94    -99999    -99999    -99999 
2021-03-18 13:23:52      1      4.38      2.39     -1.62      3.29    325.78     48.75    -99999    -99999    -99999 
2021-03-18 13:23:53      1      4.38      2.41     -1.54      3.31    327.47     49.19    -99999    -99999    -99999 
2021-03-18 13:23:54      1      4.33      2.36     -1.44      3.33    328.57     50.34    -99999    -99999    -99999 
2021-03-18 13:23:55      1      4.36      2.40     -1.39      3.36    329.92     50.47    -99999    -99999    -99999 
2021-03-18 13:23:56      1      4.39      2.41     -1.43      3.38    329.41     50.30    -99999    -99999    -99999 
2021-03-18 13:23:57      1      4.49      2.44     -1.54      3.44    327.70     49.95    -99999    -99999    -99999 
2021-03-18 13:23:58      1      4.49      2.38     -1.60      3.45    326.19     50.27    -99999    -99999    -99999 
2021-03-18 13:23:59      1      4.50      2.40     -1.59      3.45    326.51     50.18    -99999    -99999    -99999 
2021-03-18 13:24:00      1      4.50      2.38     -1.64      3.45    325.34     50.06      4.38    326.30     20684 
2021-03-18 13:24:01      1      4.47      2.40     -1.59      3.42    326.41     49.88    -99999    -99999    -99999 
2021-03-18 13:24:02      1      4.44      2.49     -1.34      3.42    331.75     50.46    -99999    -99999    -99999 
2021-03-18 13:24:03      1      4.43      2.49     -1.26      3.44    333.11     50.94    -99999    -99999    -99999 
2021-03-18 13:24:04      1      4.42      2.58     -1.08      3.42    337.28     50.64    -99999    -99999    -99999 
2021-03-18 13:24:05      1      4.37      2.49     -1.10      3.41    336.10     51.37    -99999    -99999    -99999 
2021-03-18 13:24:06      1      4.38      2.47     -1.16      3.42    334.86     51.45    -99999    -99999    -99999 
2021-03-18 13:24:07      1      4.37      2.48     -1.22      3.39    333.81     50.83    -99999    -99999    -99999 
2021-03-18 13:24:08      1      4.37      2.44     -1.24      3.40    333.06     51.12    -99999    -99999    -99999 
2021-03-18 13:24:09      1      4.37      2.45     -1.23      3.41    333.39     51.20    -99999    -99999    -99999 
2021-03-18 13:24:10      1      4.41      2.48     -1.27      3.42    332.89     50.90    -99999    -99999    -99999 
2021-03-18 13:24:11      1      4.40      2.44     -1.22      3.45    333.52     51.65    -99999    -99999    -99999 
2021-03-18 13:24:12      1      4.40      2.51     -1.20      3.41    334.56     50.83    -99999    -99999    -99999 
2021-03-18 13:24:13      1      4.39      2.47     -1.20      3.42    334.03     51.24    -99999    -99999    -99999 
2021-03-18 13:24:14      1      4.40      2.52     -1.19      3.41    334.76     50.80    -99999    -99999    -99999 
2021-03-18 13:24:15      1      4.42      2.50     -1.21      3.44    334.16     51.14    -99999    -99999    -99999 
2021-03-18 13:24:16      1      4.45      2.51     -1.27      3.45    333.06     50.79    -99999    -99999    -99999 
2021-03-18 13:24:17      1      4.44      2.49     -1.30      3.44    332.35     50.79    -99999    -99999    -99999 
2021-03-18 13:24:18      1      4.42      2.49     -1.26      3.42    333.27     50.81    -99999    -99999    -99999 
2021-03-18 13:24:19      1      4.42      2.50     -1.25      3.43    333.45     50.87    -99999    -99999    -99999 
2021-03-18 13:24:20      1      4.40      2.50     -1.23      3.42    333.84     50.88      5.00    329.20     25845 
2021-03-18 13:24:21      1      4.44      2.53     -1.23      3.43    334.06     50.72    -99999    -99999    -99999 
2021-03-18 13:24:22      1      4.43      2.52     -1.25      3.43    333.69     50.65    -99999    -99999    -99999 
2021-03-18 13:24:23      1      4.41      2.52     -1.20      3.40    334.52     50.64    -99999    -99999    -99999 
2021-03-18 13:24:24      1      4.39      2.47     -1.24      3.41    333.33     50.96    -99999    -99999    -99999 
2021-03-18 13:24:25      1      4.36      2.45     -1.25      3.38    332.86     50.89    -99999    -99999    -99999 
2021-03-18 13:24:26      1      4.36      2.48     -1.26      3.35    333.06     50.30    -99999    -99999    -99999 
2021-03-18 13:24:27      1      4.25      2.39     -1.26      3.29    332.09     50.61    -99999    -99999    -99999 
2021-03-18 13:24:28      1      4.22      2.40     -1.22      3.25    332.99     50.28    -99999    -99999    -99999 
2021-03-18 13:24:29      1      4.18      2.38     -1.18      3.24    333.61     50.67    -99999    -99999    -99999 
2021-03-18 13:24:30      1      4.23      2.37     -1.25      3.26    332.30     50.60    -99999    -99999    -99999 
2021-03-18 13:24:31      1      4.20      2.37     -1.24      3.23    332.33     50.36    -99999    -99999    -99999 
2021-03-18 13:24:32      1      4.20      2.36     -1.21      3.26    332.91     50.89    -99999    -99999    -99999 
2021-03-18 13:24:33      1      4.22      2.40     -1.21      3.25    333.21     50.39    -99999    -99999    -99999 
2021-03-18 13:24:34      1      4.21      2.35     -1.24      3.27    332.22     50.96    -99999    -99999    -99999 
2021-03-18 13:24:35      1      4.17      2.27     -1.25      3.27    331.15     51.64    -99999    -99999    -99999 
2021-03-18 13:24:36      1      4.19      2.32     -1.24      3.26    331.80     51.13    -99999    -99999    -99999 
2021-03-18 13:24:37      1      4.20      2.34     -1.25      3.25    331.79     50.77    -99999    -99999    -99999 
2021-03-18 13:24:38      1      4.17      2.31     -1.23      3.24    331.97     51.06    -99999    -99999    -99999 
2021-03-18 13:24:39      1      4.23      2.37     -1.21      3.28    332.94     50.88    -99999    -99999    -99999 
2021-03-18 13:24:40      1      4.20      2.33     -1.19      3.28    332.89     51.33      5.04    329.60     25387 
2021-03-18 13:24:41      1      4.18      2.32     -1.20      3.27    332.74     51.38    -99999    -99999    -99999 
2021-03-18 13:24:42      1      4.18      2.33     -1.12      3.28    334.29     51.76    -99999    -99999    -99999 
2021-03-18 13:24:43      1      4.20      2.32     -1.21      3.29    332.47     51.54    -99999    -99999    -99999 
2021-03-18 13:24:44      1      4.23      2.35     -1.22      3.29    332.65     51.21    -99999    -99999    -99999 
2021-03-18 13:24:45      1      4.19      2.33     -1.21      3.26    332.65     51.11    -99999    -99999    -99999 
2021-03-18 13:24:46      1      4.25      2.39     -1.24      3.29    332.45     50.72    -99999    -99999    -99999 
2021-03-18 13:24:47      1      4.23      2.38     -1.18      3.28    333.59     50.94    -99999    -99999    -99999 
2021-03-18 13:24:48      1      4.21      2.35     -1.15      3.29    333.87     51.56    -99999    -99999    -99999 
2021-03-18 13:24:49      1      4.26      2.43     -1.15      3.31    334.70     50.91    -99999    -99999    -99999 
2021-03-18 13:24:50      1      4.19      2.35     -1.17      3.26    333.62     51.17    -99999    -99999    -99999 
2021-03-18 13:24:51      1      4.21      2.35     -1.16      3.29    333.76     51.42    -99999    -99999    -99999 
2021-03-18 13:24:52      1      4.23      2.37     -1.16      3.30    333.89     51.27    -99999    -99999    -99999 
2021-03-18 13:24:53      1      4.25      2.41     -1.18      3.29    334.00     50.81    -99999    -99999    -99999 
2021-03-18 13:24:54      1      4.36      2.50     -1.21      3.36    334.10     50.41    -99999    -99999    -99999 
2021-03-18 13:24:55      1      4.46      2.51     -1.32      3.45    332.31     50.61    -99999    -99999    -99999 
2021-03-18 13:24:56      1      4.51      2.54     -1.32      3.48    332.57     50.60    -99999    -99999    -99999 
2021-03-18 13:24:57      1      4.51      2.51     -1.38      3.49    331.22     50.65    -99999    -99999    -99999 
2021-03-18 13:24:58      1      4.51      2.54     -1.32      3.49    332.48     50.64    -99999    -99999    -99999 
2021-03-18 13:24:59      1      4.50      2.58     -1.20      3.49    335.03     50.77    -99999    -99999    -99999 
2021-03-18 13:25:00      1      4.43      2.55     -1.08      3.46    336.93     51.33      4.37    326.60     21101 
2021-03-18 13:25:01      1      4.48      2.59     -1.13      3.48    336.49     50.93    -99999    -99999    -99999 
2021-03-18 13:25:02      1      4.45      2.58     -1.09      3.44    337.06     50.84    -99999    -99999    -99999 
2021-03-18 13:25:03      1      4.46      2.54     -1.17      3.47    335.20     51.15    -99999    -99999    -99999 
2021-03-18 13:25:04      1      4.46      2.55     -1.21      3.46    334.62     50.84    -99999    -99999    -99999 
2021-03-18 13:25:05      1      4.46      2.55     -1.23      3.45    334.28     50.59    -99999    -99999    -99999 
2021-03-18 13:25:06      1      4.43      2.49     -1.20      3.46    334.30     51.35    -99999    -99999    -99999 
2021-03-18 13:25:07      1      4.45      2.46     -1.24      3.49    333.17     51.71    -99999    -99999    -99999 
2021-03-18 13:25:08      1      4.49      2.52     -1.27      3.50    333.29     51.18    -99999    -99999    -99999 
2021-03-18 13:25:09      1      4.49      2.43     -1.27      3.56    332.30     52.41    -99999    -99999    -99999 
2021-03-18 13:25:10      1      4.42      2.41     -1.23      3.50    333.05     52.25    -99999    -99999    -99999 
2021-03-18 13:25:11      1      4.44      2.53     -1.16      3.45    335.45     51.15    -99999    -99999    -99999 
2021-03-18 13:25:12      1      4.47      2.60     -1.12      3.46    336.73     50.72    -99999    -99999    -99999 
2021-03-18 13:25:13      1      4.50      2.60     -1.14      3.50    336.37     50.95    -99999    -99999    -99999 
2021-03-18 13:25:14      1      4.49      2.55     -1.19      3.50    334.97     51.27    -99999    -99999    -99999 
2021-03-18 13:25:15      1      4.47      2.51     -1.17      3.50    335.05     51.60    -99999    -99999    -99999 
2021-03-18 13:25:16      1      4.45      2.53     -1.09      3.49    336.60     51.78    -99999    -99999    -99999 
2021-03-18 13:25:17      1      4.42      2.56     -1.03      3.46    338.15     51.43    -99999    -99999    -99999 
2021-03-18 13:25:18      1      4.39      2.53     -0.99      3.45    338.58     51.82    -99999    -99999    -99999 
2021-03-18 13:25:19      1      4.43      2.53     -0.99      3.49    338.68     52.10    -99999    -99999    -99999 
2021-03-18 13:25:20      1      4.46      2.52     -1.11      3.51    336.31     51.88      4.52    326.10     20340 
2021-03-18 13:25:21      1      4.47      2.51     -1.23      3.49    333.95     51.33    -99999    -99999    -99999 
2021-03-18 13:25:22      1      4.39      2.34     -1.44      3.42    328.40     51.30    -99999    -99999    -99999 
2021-03-18 13:25:23      1      4.41      2.34     -1.46      3.44    328.01     51.27    -99999    -99999    -99999 
2021-03-18 13:25:24      1      4.41      2.32     -1.40      3.48    328.95     52.07    -99999    -99999    -99999 
2021-03-18 13:25:25      1      4.38      2.34     -1.36      3.45    329.81     51.88    -99999    -99999    -99999 
2021-03-18 13:25:26      1      4.43      2.41     -1.34      3.47    330.95     51.47    -99999    -99999    -99999 
2021-03-18 13:25:27      1      4.44      2.41     -1.41      3.45    329.74     51.08    -99999    -99999    -99999 
2021-03-18 13:25:28      1      4.43      2.41     -1.37      3.45    330.34     51.16    -99999    -99999    -99999 
2021-03-18 13:25:29      1      4.41      2.38     -1.37      3.45    330.04     51.48    -99999    -99999    -99999 
2021-03-18 13:25:30      1      4.41      2.37     -1.40      3.45    329.49     51.39    -99999    -99999    -99999 
2021-03-18 13:25:31      1      4.44      2.38     -1.46      3.45    328.46     50.97    -99999    -99999    -99999 
2021-03-18 13:25:32      1      4.46      2.41     -1.47      3.46    328.54     50.79    -99999    -99999    -99999 
2021-03-18 13:25:33      1      4.46      2.40     -1.36      3.51    330.35     51.83    -99999    -99999    -99999 
2021-03-18 13:25:34      1      4.47      2.39     -1.43      3.50    329.24     51.47    -99999    -99999    -99999 
2021-03-18 13:25:35      1      4.52      2.41     -1.48      3.53    328.37     51.26    -99999    -99999    -99999 
2021-03-18 13:25:36      1      4.45      2.38     -1.50      3.45    327.73     50.77    -99999    -99999    -99999 
2021-03-18 13:25:37      1      4.42      2.40     -1.45      3.42    328.85     50.63    -99999    -99999    -99999 
2021-03-18 13:25:38      1      4.40      2.35     -1.44      3.44    328.51     51.24    -99999    -99999    -99999 
2021-03-18 13:25:39      1      4.42      2.39     -1.38      3.45    329.94     51.27    -99999    -99999    -99999 
2021-03-18 13:25:40      1      4.41      2.37     -1.34      3.47    330.41     51.85      4.78    326.20     20909 
2021-03-18 13:25:41      1      4.41      2.40     -1.33      3.45    330.94     51.50    -99999    -99999    -99999 
2021-03-18 13:25:42      1      4.40      2.40     -1.34      3.44    330.78     51.31    -99999    -99999    -99999 
2021-03-18 13:25:43      1      4.40      2.42     -1.32      3.43    331.42     51.21    -99999    -99999    -99999 
2021-03-18 13:25:44      1      4.39      2.41     -1.31      3.44    331.50     51.43    -99999    -99999    -99999 
2021-03-18 13:25:45      1      4.35      2.39     -1.30      3.39    331.39     51.30    -99999    -99999    -99999 
2021-03-18 13:25:46      1      4.38      2.44     -1.30      3.40    331.90     50.86    -99999    -99999    -99999 
2021-03-18 13:25:47      1      4.38      2.40     -1.35      3.41    330.65     51.08    -99999    -99999    -99999 
2021-03-18 13:25:48      1      4.45      2.45     -1.39      3.45    330.50     50.72    -99999    -99999    -99999 
2021-03-18 13:25:49      1      4.45      2.46     -1.46      3.41    329.31     50.06    -99999    -99999    -99999 
2021-03-18 13:25:50      1      4.46      2.48     -1.41      3.42    330.47     50.17    -99999    -99999    -99999 
2021-03-18 13:25:51      1      4.40      2.44     -1.38      3.39    330.39     50.39    -99999    -99999    -99999 
2021-03-18 13:25:52      1      4.36      2.32     -1.45      3.39    328.10     51.09    -99999    -99999    -99999 
2021-03-18 13:25:53      1      4.37      2.30     -1.45      3.42    327.89     51.53    -99999    -99999    -99999 
2021-03-18 13:25:54      1      4.34      2.25     -1.37      3.44    328.55     52.57    -99999    -99999    -99999 
2021-03-18 13:25:55      1      4.33      2.24     -1.40      3.42    328.09     52.32    -99999    -99999    -99999 
2021-03-18 13:25:56      1      4.35      2.27     -1.38      3.45    328.68     52.35    -99999    -99999    -99999 
2021-03-18 13:25:57      1      4.32      2.22     -1.39      3.43    327.94     52.61    -99999    -99999    -99999 
2021-03-18 13:25:58      1      4.33      2.18     -1.47      3.44    326.07     52.59    -99999    -99999    -99999 
2021-03-18 13:25:59      1      4.38      2.16     -1.66      3.43    322.50     51.53    -99999    -99999    -99999 
2021-03-18 13:26:00      1      4.39      2.14     -1.67      3.46    321.99     51.89      4.95    328.40     20332 
2021-03-18 13:26:01      1      4.38      2.11     -1.67      3.45    321.60     52.02    -99999    -99999    -99999 
2021-03-18 13:26:02      1      4.34      2.01     -1.73      3.44    319.24     52.39    -99999    -99999    -99999 
2021-03-18 13:26:03      1      4.35      2.08     -1.63      3.45    321.89     52.62    -99999    -99999    -99999 
2021-03-18 13:26:04      1      4.40      2.16     -1.58      3.48    323.79     52.43    -99999    -99999    -99999 
2021-03-18 13:26:05      1      4.41      2.21     -1.54      3.48    325.10     52.31    -99999    -99999    -99999 
2021-03-18 13:26:06      1      4.44      2.24     -1.56      3.50    325.04     52.05    -99999    -99999    -99999 
2021-03-18 13:26:07      1      4.42      2.22     -1.55      3.49    325.18     52.17    -99999    -99999    -99999 
2021-03-18 13:26:08      1      4.41      2.17     -1.58      3.50    323.89     52.46    -99999    -99999    -99999 
2021-03-18 13:26:09      1      4.39      2.14     -1.57      3.50    323.82     52.83    -99999    -99999    -99999 
2021-03-18 13:26:10      1      4.49      2.22     -1.60      3.55    324.22     52.32    -99999    -99999    -99999 
2021-03-18 13:26:11      1      4.38      2.20     -1.57      3.44    324.53     51.88    -99999    -99999    -99999 
2021-03-18 13:26:12      1      4.38      2.14     -1.55      3.50    324.04     52.97    -99999    -99999    -99999 
2021-03-18 13:26:13      1      4.35      2.13     -1.51      3.49    324.56     53.17    -99999    -99999    -99999 
2021-03-18 13:26:14      1      4.38      2.15     -1.54      3.49    324.40     52.79    -99999    -99999    -99999 
2021-03-18 13:26:15      1      4.37      2.13     -1.54      3.50    324.20     53.11    -99999    -99999    -99999 
2021-03-18 13:26:16      1      4.42      2.18     -1.48      3.54    325.86     53.36    -99999    -99999    -99999 
2021-03-18 13:26:17      1      4.47      2.21     -1.60      3.55    324.16     52.45    -99999    -99999    -99999 
2021-03-18 13:26:18      1      4.44      2.05     -1.86      3.48    317.83     51.55    -99999    -99999    -99999 
2021-03-18 13:26:19      1      4.42      2.03     -1.83      3.47    317.88     51.76    -99999    -99999    -99999 
2021-03-18 13:26:20      1      4.41      1.97     -1.85      3.48    316.74     52.24      4.78    329.20     21287 
2021-03-18 13:26:21      1      4.46      2.01     -1.90      3.50    316.55     51.76    -99999    -99999    -99999 
2021-03-18 13:26:22      1      4.45      2.00     -1.89      3.50    316.60     51.87    -99999    -99999    -99999 
2021-03-18 13:26:23      1      4.42      2.01     -1.84      3.47    317.47     51.84    -99999    -99999    -99999 
2021-03-18 13:26:24      1      4.40      2.04     -1.85      3.44    317.85     51.31    -99999    -99999    -99999 
2021-03-18 13:26:25      1      4.37      2.02     -1.77      3.45    318.85     52.11    -99999    -99999    -99999 
2021-03-18 13:26:26      1      4.39      2.06     -1.77      3.44    319.34     51.77    -99999    -99999    -99999 
2021-03-18 13:26:27      1      4.38      2.07     -1.73      3.45    320.06     52.01    -99999    -99999    -99999 
2021-03-18 13:26:28      1      4.38      2.09     -1.66      3.47    321.55     52.50    -99999    -99999    -99999 
2021-03-18 13:26:29      1      4.40      2.06     -1.64      3.53    321.49     53.22    -99999    -99999    -99999 
2021-03-18 13:26:30      1      4.42      1.95     -1.73      3.57    318.50     53.87    -99999    -99999    -99999 
2021-03-18 13:26:31      1      4.42      2.00     -1.81      3.50    317.83     52.46    -99999    -99999    -99999 
2021-03-18 13:26:32      1      4.42      1.91     -1.90      3.50    315.23     52.42    -99999    -99999    -99999 
2021-03-18 13:26:33      1      4.45      1.86     -2.02      3.50    312.75     51.87    -99999    -99999    -99999 
